id,ref,subtitle,creator_name,creator_url,total_bytes,url,last_updated,download_count,is_private,is_featured,license_name,description,owner_name,owner_ref,kernel_count,title,topic_count,view_count,vote_count,current_version_number,usability_rating,tags,files,versions
3668746,nelgiriyewithana/top-spotify-songs-2023,Hottest Spotify Hits 🎵,Nidula Elgiriyewithana ⚡,nelgiriyewithana,48187,https://www.kaggle.com/datasets/nelgiriyewithana/top-spotify-songs-2023,2023-08-26T11:04:57.000000,123866,false,false,Other (specified in description),,Nidula Elgiriyewithana ⚡,nelgiriyewithana,206,Most Streamed Spotify Songs 2023 ,0,580013,1963,1,1.0,"music, education, computer science, exploratory data analysis, data visualization, classification",,
3166258,undefinenull/million-song-dataset-spotify-lastfm,"Music Tracks(Audio Features, Spotify Links, Tags, Genres) & User History",UndefineNull,undefinenull,670020079,https://www.kaggle.com/datasets/undefinenull/million-song-dataset-spotify-lastfm,2023-04-22T08:17:45.000000,6836,false,false,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),,UndefineNull,undefinenull,15,Million Song Dataset + Spotify + Last.fm,0,26036,70,1,0.9411765,"arts and entertainment, music, recommender systems, audio, image classification",,
